,,,,,,,,,,,,,,
,Jimmy Carter NHS,"84,501","82,417","69,972","64,849","66,157","69,940","67,455","62,057","67,797",,,"66,441","70,159"
,"John D. Rockefeller, Jr. MEM PKWY","1,172,125","1,099,060","1,139,923","1,222,931","1,147,986","1,197,750","1,228,502","1,264,842","1,430,337",,,"1,411,819","1,231,528"
,John Day Fossil Beds NM,"124,704","112,578","130,925","135,151","148,002","148,152","156,285","183,420","196,277",,,"210,110","154,560"
,John F. Kennedy NHS,"8,896","10,090","16,333","17,466","18,466","22,642","17,273","26,273","18,485",,,"25,467","18,139"
,John Muir NHS,"30,875","28,770","34,516","34,904","31,236","37,403","37,777","41,535","42,615",,,"49,376","36,901"
,Johnstown Flood NMEM,"126,066","135,308","114,350","100,799","105,906","123,081","121,923","141,354","163,431",,,"154,931","128,715"
,Joshua Tree NP,"1,298,979","1,392,446","1,304,471","1,434,976","1,396,237","1,396,117","1,383,340","1,589,904","2,025,756",,,"2,505,286","1,572,751"
,Kalaupapa NHP,"60,992","60,934","30,654","27,919","57,841","58,875","101,112","67,210","67,891",,,"71,527","60,496"
,Kaloko Honokohau NHP,"119,237","104,835","166,380","132,731","162,906","153,584","158,124","154,206","170,683",,,"185,041","150,773"
,Katmai NP & PRES,"82,634","7,970","43,035","55,172","48,939","39,818","28,966","30,896","37,818",,,"37,818","41,307"
,Kenai Fjords NP,"284,604","272,190","218,358","297,596","346,852","281,279","283,502","270,666","296,697",,,"346,534","289,828"
,Kennesaw Mountain NBP,"1,329,441","1,415,917","1,372,228","1,512,191","1,748,436","1,935,909","1,924,076","2,119,013","2,174,870",,,"2,360,256","1,789,234"
,Keweenaw NHP,,,,,,,,,,,,"14,612","14,612"
,Kings Canyon NP,"580,129","574,870","609,296","598,205","566,810","591,033","567,544","502,268","468,106",,,"607,479","566,574"
,Kings Mountain NMP,"262,283","254,997","277,576","275,555","272,325","265,713","247,632","251,093","257,077",,,"263,357","262,761"
,Klondike Gold Rush NHP Alaska,"975,043","935,940","880,512","797,716","795,150","854,250","928,150","1,085,202","919,661",,,"912,351","908,398"
,Klondike Gold Rush NHP Seattle,"54,971","58,389","54,219","65,870","64,898","60,198","61,942","62,022","60,372",,,"69,435","61,232"
,Knife River Indian Villages NHS,"22,558","24,798","29,390","21,721","16,025","16,010","14,476","10,750","11,377",,,"13,328","18,043"
,Kobuk Valley NP,847,"1,565","1,879","3,164","11,485","29,550","16,875",0,0,,,"15,500","8,087"
,Korean War Veterans Memorial,"3,433,663","3,654,976","3,117,046","3,072,716","3,073,430","3,267,124","3,209,279","3,767,287","4,077,835",,,"4,084,298","3,475,765"
,Lake Chelan NRA,"34,665","25,139","34,554","39,249","43,827","40,830","37,315","35,360","32,186",,,"45,514","36,864"
,Lake Clark NP & PRES,"5,549","6,802","9,711","9,931","5,158","11,639","13,000","16,100","17,818",,,"21,102","11,681"
,Lake Mead NRA,"7,622,139","7,601,863","7,668,689","7,080,758","6,396,682","6,285,439","6,344,714","6,942,873","7,298,465",,,"7,175,891","7,041,751"
,Lake Meredith NRA,"984,108","875,280","1,080,644","883,586","734,030","502,457","554,272","692,195","831,374",,,"1,025,613","816,356"
,Lake Roosevelt NRA,"1,450,438","1,337,024","1,382,663","1,324,074","1,523,474","1,781,972","1,254,409","1,180,898","1,170,843",,,"1,253,571","1,365,937"
,Lassen Volcanic NP,"395,057","377,361","365,639","384,570","351,269","407,653","427,409","432,977","468,092",,,"536,068","414,610"
,Lava Beds NM,"102,629","120,076","129,639","130,765","124,113","181,429","105,395","138,499","108,687",,,"127,699","126,893"
,LBJ Memorial Grove on the Potomac,"453,297","411,164","333,368","230,694","239,058","371,063","294,979","254,167","232,882",,,"260,234","308,091"
,Lewis & Clark NHP,"234,380","230,057","225,846","218,553","191,867","201,704","217,022","244,921","270,410",,,"281,576","231,634"
,Lincoln Boyhood NMEM,"128,596","147,123","182,172","126,228","108,420","133,550","125,069","99,795","111,711",,,"125,562","128,823"
,Lincoln Home NHS,"358,809","335,473","464,074","354,125","296,214","295,464","209,405","218,132","233,299",,,"239,719","300,471"
,Lincoln Memorial,"4,214,167","4,678,861","5,255,570","6,042,315","5,971,220","6,191,361","6,546,518","7,139,072","7,941,771",,,"7,915,934","6,189,679"
,Little Bighorn Battlefield NM,"290,744","282,233","302,811","320,959","312,168","346,327","277,883","281,436","317,782",,,"332,328","306,467"
,Little River Canyon NPRES,"264,189","197,693","189,251","192,576","225,549","201,109","185,477","224,931","248,135",,,"462,700","239,161"
,Little Rock Central High School NHS,"56,938","42,302","60,103","49,740","66,106","63,938","114,144","115,908","125,956",,,"129,540","82,468"
,Longfellow NHS,"49,246","59,827","39,065","45,684","46,596","52,234","40,554","46,371","50,784",,,"49,697","48,006"
,Lowell NHP,"519,706","574,410","565,960","540,475","520,452","537,551","517,763","514,524","531,055",,,"541,825","536,372"
,Lyndon B. Johnson NHP,"85,818","93,204","98,218","112,680","100,056","110,791","82,369","88,427","124,979",,,"140,303","103,685"
,Maggie L. Walker NHS,"8,026","7,367","9,853","12,331","10,779","8,276","7,013","9,045","7,589",,,"9,589","8,987"
,Mammoth Cave NP,"487,305","446,174","503,856","497,225","483,319","508,054","494,541","522,628","566,895",,,"586,514","509,651"
,Manassas NBP,"584,926","594,992","578,383","612,490","659,740","600,354","538,888","514,140","502,045",,,"534,835","572,079"
,Manhattan Project NHP,,,,,,,,,,,,"104,715","104,715"
,Manzanar NHS,"81,344","78,468","89,190","76,592","79,587","72,831","77,511","77,633","95,327",,,"105,307","83,379"
,Marsh-Billings-Rockefeller NHP,"32,179","37,121","31,129","31,209","29,049","32,403","34,112","39,086","35,003",,,"55,716","35,701"
,"Martin Luther King, Jr. Memorial",,,,,"1,490,358","3,738,336","3,205,654","3,199,136","3,530,401",,,"3,638,208","3,133,682"
,"Martin Luther King, Jr. NHS","652,867","658,873","650,343","658,452","666,482","707,514","704,168","766,030","673,728",,,"467,715","660,617"
,Martin Van Buren NHS,"19,678","21,216","23,216","21,055","19,287","22,062","16,229","19,187","18,547",,,"22,100","20,258"
,Mary McLeod Bethune Council House NHS,"17,324","17,635","21,811","19,520","18,142","6,646","5,686","9,295","8,249",,,"7,149","13,146"
,Mesa Verde NP,"541,102","551,446","550,377","559,712","572,329","488,860","460,237","501,563","547,325",,,"583,527","535,648"
,Minute Man NHP,"1,107,254","1,067,578","1,096,024","1,073,748","1,002,833","1,001,207","947,894","1,056,549","964,330",,,"1,049,414","1,036,683"
,Minuteman Missile NHS,"24,566","30,615","36,777","42,348","59,389","75,654","76,261","62,058","100,488",,,"133,895","64,205"
,Mississippi NRRA,,,,,"99,398","106,733","100,111","85,637","127,635",,,"256,944","129,410"
,Missouri NRR,"145,767","162,086","186,313","167,301","179,983","167,776","169,698","134,760","145,004",,,"148,210","160,690"
,Mojave NPRES,"582,675","618,285","528,865","600,897","536,006","542,527","549,599","554,560","589,155",,,"585,635","568,820"
,Monocacy NB,"22,125","31,276","34,553","33,313","36,674","47,249","37,647","56,187","64,596",,,"87,547","45,117"
,Montezuma Castle NM,"597,611","603,755","601,465","578,554","573,731","455,305","389,091","407,017","416,635",,,"392,168","501,533"
,Moores Creek NB,"55,039","44,820","68,864","51,326","58,118","79,345","72,330","87,774","89,944",,,"83,889","69,145"
,Morristown NHP,"296,651","277,203","298,060","278,392","222,395","294,606","304,941","264,363","218,959",,,"252,514","270,808"
,Mount Rainier NP,"1,047,685","1,163,227","1,151,654","1,191,754","1,038,229","1,049,178","1,148,552","1,264,259","1,237,231",,,"1,356,913","1,164,868"
,Mount Rushmore NMEM,"1,856,118","1,789,328","2,260,192","2,331,237","2,081,722","2,185,447","2,162,998","2,144,808","2,434,297",,,"2,431,231","2,167,738"
,Muir Woods NM,"811,033","838,292","779,880","834,356","897,131","972,331","954,125","1,049,400","1,099,923",,,"1,123,121","935,959"
,Natchez NHP,"207,441","232,470","218,126","206,870","206,624","184,551","191,095","215,257","204,332",,,"204,120","207,089"
,Natchez Trace PKWY,"5,777,666","5,747,235","5,934,363","5,910,950","5,765,343","5,560,668","6,012,740","5,846,474","5,785,812",,,"5,891,315","5,823,257"
,National Capital Parks Central,"2,513,639","2,559,653","3,678,876","1,363,389","1,240,717","858,700","1,712,858","1,999,232","1,833,085",,,"1,813,222","1,957,337"
,National Capital Parks East,"1,311,087","1,296,990","1,272,212","1,181,960","1,167,393","923,054","1,091,661","1,311,995","1,220,403",,,"1,224,671","1,200,143"
,National Park of American Samoa,"6,774","3,683","3,242","3,006","8,716","10,440","17,919","13,953","13,892",,,"28,892","11,052"
,Natural Bridges NM,"88,316","91,838","92,023","95,676","91,184","89,011","82,330","87,119","94,797",,,"101,843","91,414"
,Navajo NM,"69,445","74,143","77,901","90,696","87,388","58,219","54,168","65,778","71,370",,,"65,705","71,481"
,New Bedford Whaling NHP,"327,047","281,512","279,803","277,681","273,862","269,885","276,374","272,731","167,790",,,"145,500","257,219"
,New Orleans Jazz NHP,"49,053","66,726","80,828","80,195","130,393","177,909","198,363","36,017","58,188",,,"35,514","91,319"
,New River Gorge NR,"1,178,012","1,212,854","1,144,318","1,151,213","1,071,088","1,128,195","1,071,823","1,124,799","1,178,753",,,"1,197,931","1,145,899"
,Nez Perce NHP,"225,568","207,250","176,238","193,000","286,259","233,093","297,973","221,439","224,967",,,"239,908","230,570"
,Nicodemus NHS,"2,507","2,434","2,978","3,448","2,681","3,505","3,241","3,374","3,306",,,"3,552","3,103"
,Ninety Six NHS,"33,595","57,304","50,689","63,747","70,099","73,044","69,624","65,688","80,223",,,"118,002","68,202"
,Niobrara NSR,"79,942","70,270","68,058","69,705","65,785","65,999","71,876","53,443","68,110",,,"73,813","68,700"
,Noatak NPRES,"1,384","2,147","2,474","3,257","11,722","31,000","16,907",0,0,,,"17,000","8,589"
,North Cascades NP,"19,534","18,725","26,972","24,659","19,208","26,935","21,623","23,865","20,677",,,"28,646","23,084"
,Obed W&SR,"182,504","192,154","212,933","180,203","212,458","212,446","198,367","215,767","214,441",,,"231,390","205,266"
,Ocmulgee NM,"114,379","102,631","110,819","109,413","122,722","120,025","115,801","122,799","155,388",,,"162,260","123,624"
,Olympic NP,"2,988,686","3,081,451","3,276,459","2,844,563","2,966,502","2,824,908","3,085,340","3,243,872","3,263,761",,,"3,390,221","3,096,576"
,Oregon Caves NM,"76,966","73,774","88,496","86,335","76,194","78,164","72,717","69,405","72,709",,,"80,613","77,537"
,Organ Pipe Cactus NM,"341,594","340,290","330,064","209,602","211,405","161,743","206,860","224,548","222,723",,,"234,186","248,302"
,Ozark NSR,"1,789,783","1,243,507","1,308,718","1,416,529","1,365,960","1,406,781","1,253,703","1,296,437","1,277,941",,,"1,241,480","1,360,084"
,Padre Island NS,"658,317","635,925","642,163","612,716","542,873","573,855","515,830","578,815","582,839",,,"634,012","597,735"
,Palo Alto Battlefield NHP,"21,676","45,026","41,599","26,865","24,752","36,707","32,522","41,516","47,866",,,"58,556","37,709"
,Paterson Great Falls NHP,,,,,,,,,,,,"177,498","177,498"
,Pea Ridge NMP,"68,840","68,464","68,746","115,128","114,234","131,907","95,251","104,686","114,578",,,"119,490","100,132"
,Pecos NHP,"34,307","32,701","34,522","33,864","43,873","45,568","32,386","38,256","30,229",,,"39,715","36,542"
,Pennsylvania Avenue NHS,"226,908","239,785","256,874","262,030","236,136","283,232","257,831","54,035",0,,,0,"181,683"
,Perry's Victory & Intl. Peace MEM,"110,879","157,337","154,457","92,944","93,119","140,281","158,231","129,440","156,578",,,"142,152","133,542"
,Petersburg NB,"154,619","154,003","162,722","175,553","213,261","188,426","190,086","205,572","192,655",,,"191,898","182,880"
,Petrified Forest NP,"563,590","543,714","631,613","664,725","614,054","664,857","644,648","836,799","793,225",,,"643,274","660,050"
,Petroglyph NM,"112,868","116,620","118,688","105,643","114,428","119,444","115,075","115,859","117,825",,,"124,177","116,063"
,Pictured Rocks NL,"441,521","398,774","448,215","499,281","561,104","593,587","575,450","527,897","723,178",,,"777,428","554,644"
,Pinnacles NP,"161,019","166,988","171,112","246,575","393,219","224,476","237,677","196,635","206,533",,,"215,555","221,979"
,Pipe Spring NM,"46,574","47,418","49,433","59,952","57,360","54,692","51,118","56,484","54,619",,,"46,710","52,436"
,Pipestone NM,"72,422","80,137","69,539","78,108","61,908","76,030","64,760","62,151","70,748",,,"67,489","70,329"
,Piscataway Park,"184,636","324,394","234,186","248,314","279,060","124,107","161,999","109,473","148,729",,,"123,381","193,828"
,Point Reyes NS,"2,206,294","2,248,203","2,170,646","2,067,271","2,129,116","2,412,663","2,641,808","2,433,944","2,501,106",,,"2,438,442","2,324,949"
,Port Chicago Naval Magazine NM,,,,984,545,533,596,786,963,,,"1,942",907
,President W.J. Clinton Birthplace Home NHS,,,,,"9,749","8,932","9,838","11,113","10,463",,,"10,468","10,094"
,President's Park,"1,058,774","1,178,845","1,475,182","616,635","786,151","600,083","658,065","723,923","903,161",,,"989,424","899,024"
,Prince William Forest Park,"295,853","345,361","368,365","386,521","379,535","280,325","309,298","315,072","312,109",,,"344,435","333,687"
,Pu'uhonua o Honaunau NHP,"489,785","414,667","397,665","419,590","426,224","442,353","363,282","401,808","437,286",,,"421,027","421,369"
,Pu'ukohola Heiau NHS,"104,907","92,584","99,042","129,886","133,306","134,403","125,645","134,734","139,586",,,"138,565","123,266"
,Rainbow Bridge NM,"81,607","95,567","113,460","104,501","92,311","75,214","54,773","62,910","77,270",,,"86,369","84,398"
,Redwood NP,"385,171","396,899","444,426","418,820","380,167","352,517","393,364","429,166","527,143",,,"536,297","426,397"
,Richmond NBP,"132,578","120,823","134,634","130,415","139,376","156,952","151,240","179,552","184,175",,,"208,969","153,871"
,Rio Grande W&SR,"1,660","1,606",947,"1,103",873,694,703,321,120,,,463,849
,River Raisin NBP,,,,,"36,206","50,667","57,464","55,281","109,118",,,"202,375","85,185"
,Rock Creek Park,"2,061,366","2,076,466","2,076,500","1,883,457","2,050,490","2,003,385","1,968,995","2,437,948","2,443,772",,,"2,478,735","2,148,111"
,Rocky Mountain NP,"2,895,383","2,757,390","2,822,325","2,955,821","3,176,941","3,229,617","2,991,141","3,434,751","4,155,916",,,"4,517,585","3,293,687"
,Roger Williams NMEM,"49,348","46,154","50,397","51,559","50,909","51,944","48,677","51,523","60,505",,,"65,588","52,660"
,Rosie The Riveter WWII Home Front,,,,,,,"31,514","45,549","56,362",,,"64,425","49,463"
,Ross Lake NRA,"290,701","253,333","288,458","682,736","728,353","742,200","725,917","710,612","772,579",,,"905,418","610,031"
,Russell Cave NM,"49,164","36,375","24,087","23,374","20,717","20,954","20,456","18,530","19,430",,,"24,649","25,774"
,Sagamore Hill NHS,"43,698","53,772","53,800","55,149","53,336","20,097","14,639","19,319","42,326",,,"53,920","41,006"
,Saguaro NP,"658,477","699,137","665,234","717,614","610,045","634,286","678,261","673,572","753,446",,,"820,426","691,050"
,Saint Croix Island International Historic Site,,,,,,,"10,709","11,588","12,557",,,"13,857","12,178"
,Saint Croix NSR,"519,330","523,595","564,326","188,400","273,729","221,028","342,942","671,582","623,122",,,"708,258","463,631"
,Saint Paul's Church NHS,"14,909","14,538","14,432","16,362","14,926","16,188","14,016","16,460","17,180",,,"20,830","15,984"
,Saint-Gaudens NHS,"29,091","29,819","34,558","30,941","32,695","33,663","37,837","37,785","39,242",,,"42,377","34,801"
,Salem Maritime NHS,"843,520","856,935","723,088","806,506","737,073","756,038","426,328","403,758","264,780",,,"371,989","619,002"
,Salinas Pueblo Missions NM,"33,060","31,248","37,848","32,941","29,786","29,228","24,836","30,537","29,672",,,"32,414","31,157"
,Salt River Bay NHP & Ecological Pres,"1,455","2,184","2,540",204,"2,419","5,217","4,791","5,192","8,108",,,"16,449","4,856"
,San Antonio Missions NHP,"1,208,498","1,303,212","1,567,667","1,304,690","568,021","614,810","521,705","1,395,337","1,322,154",,,"1,358,911","1,116,501"
,San Francisco Maritime NHP,"4,042,022","4,086,211","4,152,497","4,130,970","4,224,897","4,129,983","4,154,455","4,256,888","4,173,014",,,"4,334,752","4,168,569"
,San Juan Island NHP,"273,289","255,492","274,642","263,370","266,717","261,139","220,960","268,946","258,668",,,"316,122","265,935"
,San Juan NHS,"1,025,407","1,135,577","1,069,673","1,105,252","1,229,590","1,279,814","1,328,802","1,382,906","1,532,818",,,"1,456,553","1,254,639"
,Sand Creek Massacre NHS,,,,"4,063","3,935","4,384","4,795","7,402","5,887",,,"6,847","5,330"
,Santa Monica Mountains NRA,"577,686","419,374","501,573","568,371","609,636","649,471","633,054","694,714","797,126",,,"906,606","635,761"
,Saratoga NHP,"106,708","88,834","89,366","63,719","65,043","57,688","54,364","58,773","65,010",,,"102,808","75,231"
,Saugus Iron Works NHS,"4,377","12,433","10,529","10,775","11,121","11,611","8,154","11,181","9,327",,,"11,159","10,067"
,Scotts Bluff NM,"111,890","111,849","121,391","133,795","128,811","122,515","108,127","119,159","131,122",,,"130,085","121,874"
,Sequoia NP,"979,537","930,011","965,170","1,002,979","1,006,583","1,106,584","909,274","1,039,137","1,097,464",,,"1,254,688","1,029,143"
,Shenandoah NP,"1,107,227","1,075,878","1,120,981","1,253,386","1,209,883","1,210,200","1,136,505","1,255,321","1,321,873",,,"1,437,341","1,212,860"
,Shiloh NMP,"368,742","357,340","404,134","317,046","387,816","587,620","536,206","409,086","356,535",,,"421,862","414,639"
,Sitka NHP,"304,799","241,407","246,866","189,176","186,864","195,157","161,157","157,297","185,150",,,"217,141","208,501"
,Sleeping Bear Dunes NL,"1,134,314","1,008,135","1,165,836","1,280,932","1,348,304","1,531,560","1,340,007","1,395,401","1,535,633",,,"1,683,553","1,342,368"
,Springfield Armory NHS,"13,548","17,358","17,779","16,876","16,161","16,978","17,782","20,595","21,825",,,"22,434","18,134"
,Statue of Liberty NM,"3,380,296","3,555,244","3,829,483","3,833,288","3,749,982","3,029,443","1,883,544","4,198,815","4,279,020",,,"4,501,547","3,624,066"
,Steamtown NHS,"70,726","71,123","65,144","104,855","111,725","106,309","81,174","84,257","89,592",,,"99,660","88,457"
,Stones River NB,"196,061","198,918","189,952","187,559","187,208","260,537","258,242","272,499","264,925",,,"346,213","236,211"
,Sunset Crater Volcano NM,"231,855","209,399","187,397","158,819","185,265","177,793","184,864","176,723","182,203",,,"60,233","175,455"
,Tallgrass Prairie NPRES,"23,000","20,075","23,713","22,047","17,893","18,918","16,128","17,776","29,558",,,"29,378","21,849"
,Thaddeus Kosciuszko NMEM,"4,633","3,918","3,357","2,888","1,949","2,045","1,682","1,475","1,261",,,"2,794","2,600"
,Theodore Roosevelt Birthplace NHS,"13,098","18,590","14,390","15,029","6,537","17,930","18,676","21,065","6,685",,,"6,582","13,858"
,Theodore Roosevelt Inaugural NHS,"14,147",834,"11,735","17,491","17,107","18,875","19,198","22,025","24,896",,,"29,199","17,551"
,Theodore Roosevelt Island,"109,894","109,156","141,559","116,035","137,690","149,754","162,599","146,500","159,740",,,"164,360","139,729"
,Theodore Roosevelt NP,"456,588","516,804","586,928","623,748","563,407","640,555","545,090","559,580","580,033",,,"753,880","582,661"
,Thomas Edison NHP,"9,342","8,027","27,061","63,009","55,284","52,554","46,677","51,344","56,317",,,"57,694","42,731"
,Thomas Jefferson MEM,"2,327,254","2,363,263","2,337,868","2,305,856","1,945,696","2,613,131","2,609,463","2,708,607","3,102,442",,,"3,414,345","2,572,793"
,Thomas Stone NHS,"4,886","5,720","6,268","6,004","6,351","6,426","6,013","5,843","5,772",,,"10,652","6,394"
,Timpanogos Cave NM,"114,737","123,682","138,571","120,241","96,965","118,764","91,269","95,679","104,023",,,"91,261","109,519"
,Timucuan EHP,"999,833","1,038,888","1,195,171","993,948","1,028,922","1,076,310","1,031,667","1,121,318","1,239,423",,,"1,148,494","1,087,397"
,Tonto NM,"56,174","63,553","60,534","60,497","53,426","51,881","39,632","36,360","37,523",,,"38,048","49,763"
,Tumacacori NHP,"45,484","45,079","40,637","39,866","33,740","35,158","31,433","38,017","42,146",,,"43,829","39,539"
,Tuskegee Airmen NHS,"14,685","50,331","58,417","60,827","16,244","23,716","19,301","24,319","22,662",,,"31,133","32,164"
,Tuskegee Institute NHS,"75,450","52,027","31,360","23,230","23,288","24,030","47,766","11,786","7,961",,,"8,452","30,535"
,Tuzigoot NM,"107,796","102,811","106,250","103,274","101,104","97,388","85,746","74,903","95,065",,,"104,604","97,894"
,Ulysses S. Grant NHS,"46,398","45,959","40,703","39,967","35,664","39,373","38,604","40,287","39,048",,,"46,071","41,207"
,Upper Delaware S&RR,"248,284","284,347","258,311","306,468","270,390","255,586","228,464","230,845","243,246",,,"264,362","259,030"
,Valley Forge NHP,"1,298,161","1,275,871","1,449,228","1,617,511","1,303,046","1,442,750","1,962,889","1,990,881","2,143,965",,,"2,428,724","1,691,303"
,Vanderbilt Mansion NHS,"398,125","360,334","380,460","390,525","367,680","423,107","372,569","398,447","431,961",,,"387,856","391,106"
,Vicksburg NMP,"699,314","555,109","584,105","581,459","796,035","573,262","573,838","550,874","532,444",,,"508,914","595,535"
,Vietnam Veterans MEM,"3,633,793","4,243,573","4,437,771","4,555,371","4,020,127","4,424,407","4,142,721","4,403,467","5,597,077",,,"5,299,713","4,475,802"
,Virgin Islands NP,"571,382","469,034","415,847","493,477","442,414","483,341","438,601","426,930","438,372",,,"411,343","459,074"
,Voyageurs NP,"220,650","221,585","222,429","253,891","177,184","214,841","233,390","239,160","238,313",,,"241,912","226,336"
,Waco Mammoth NM,,,,,,,,,"20,551",,,"69,510","45,031"
,Walnut Canyon NM,"126,187","101,833","128,299","126,552","125,003","110,748","125,267","135,230","153,322",,,"152,444","128,489"
,War in the Pacific NHP,"209,661","187,005","271,608","219,349","482,391","255,923","266,267","266,191","322,463",,,"488,988","296,985"
,Washington Monument,"591,081","671,031","676,002","628,665","430,153",0,0,"423,170","493,550",,,"252,677","416,633"
,Washita Battlefield NHS,"13,928","14,579","10,527","12,552","10,995","10,615","8,434","13,186","12,067",,,"12,312","11,920"
,Weir Farm NHS,"12,536","18,522","19,386","19,313","22,415","21,465","22,862","34,082","47,220",,,"39,079","25,688"
,Whiskeytown NRA,"782,014","676,281","853,812","788,065","761,710","814,374","776,025","851,901","843,845",,,"875,565","802,359"
,White House,"491,229","519,011","616,890","922,335","570,057","656,949","231,627","569,391","526,263",,,"611,207","571,496"
,White Sands NM,"437,042","438,511","471,167","470,921","428,924","447,385","490,544","503,660","497,506",,,"555,793","474,145"
,Whitman Mission NHS,"49,337","53,356","52,605","58,521","57,611","60,785","57,686","58,499","39,525",,,"50,148","53,807"
,William Howard Taft NHS,"17,365","16,968","18,802","21,163","21,141","19,416","21,102","23,609","24,385",,,"30,723","21,467"
,Wilson's Creek NB,"121,878","120,670","156,230","185,200","192,865","167,205","157,309","161,058","161,004",,,"183,698","160,712"
,Wind Cave NP,"603,158","573,433","587,868","577,141","538,394","529,083","516,142","547,022","612,198",,,"617,377","570,182"
,Wolf Trap NP for the Performing Arts,"503,016","487,197","466,752","520,397","425,177","426,996","441,166","388,283","407,351",,,"437,513","450,385"
,Women's Rights NHP,"18,657","23,093","20,620","22,662","25,426","29,585","30,137","30,254","38,139",,,"52,683","29,126"
,World War II Memorial,"4,079,606","4,153,749","4,118,528","3,964,351","3,752,172","4,161,685","3,934,166","4,230,793","5,068,224",,,"4,856,532","4,231,981"
,World War II Valor in the Pacific NM,"1,557,336","1,407,879","1,276,868","1,372,724","1,694,896","1,751,224","1,786,024","1,620,814","1,574,156",,,"1,819,020","1,586,094"
,Wrangell-St. Elias NP & PRES,"61,085","65,693","59,966","73,170","65,225","87,158","69,984","74,722","80,366",,,"79,047","71,642"
,Wright Brothers NMEM,"494,331","527,721","476,291","476,200","445,455","466,816","447,796","430,517","437,184",,,"458,776","466,109"
,Wupatki NM,"239,603","239,157","233,284","221,083","216,165","201,365","190,878","195,962","212,828",,,"223,172","217,350"
,Yellowstone NP,"3,151,343","3,066,580","3,295,187","3,640,185","3,394,326","3,447,729","3,188,030","3,513,484","4,097,710",,,"4,257,177","3,505,175"
,Yosemite NP,"3,503,428","3,431,514","3,737,472","3,901,408","3,951,393","3,853,404","3,691,191","3,882,642","4,150,217",,,"5,028,868","3,913,154"
,Yukon-Charley Rivers NPRES,"11,567","4,942","6,432","6,211","1,718","1,393","3,914","2,329","1,133",,,"1,146","4,079"
,Zion NP,"2,657,281","2,690,154","2,735,402","2,665,972","2,825,505","2,973,607","2,807,387","3,189,696","3,648,846",,,"4,295,127","3,048,898"
,,,,,,,,,,,,,,
